TC-ID,軸,REQ-ID,前提の状態,操作,期待する結果,判定のしかた,自動か手動か,実測,証跡,判定
TC-0085,B 状態×画面,"REQ-010..019,040..064",状態=ゲスト使用済み,ホーム／ゲストホーム を開く,「さっきの N 点を残しておこう」+「はじめる」,playwright / ハーネス / 読解,半自動,使用済みの状態は録音 (解析 1 本) が要る,人へ: 実機で 1 回ためした端末で確認,人へ
TC-0086,B 状態×画面,"REQ-010..019,040..064",状態=ゲスト使用済み,ライブラリ を開く,公式曲だけ。帯は出ない (used なので try 不可),playwright / ハーネス / 読解,半自動,使用済みの状態は録音 (解析 1 本) が要る,人へ: 実機で 1 回ためした端末で確認,人へ
TC-0087,B 状態×画面,"REQ-010..019,040..064",状態=ゲスト使用済み,曲詳細のゲート を開く,songUsed「続けるには、はじめる手続きが必要です」「さっきの N 点」,playwright / ハーネス / 読解,自動,使用済みの状態は録音 (解析 1 本) が要る,人へ: 実機で 1 回ためした端末で確認,人へ
TC-0088,B 状態×画面,"REQ-010..019,040..064",状態=ゲスト使用済み,録音画面 を開く,ためした曲: 録音ボタン畳み「N 点を残してつづける」,playwright / ハーネス / 読解,半自動,使用済みの状態は録音 (解析 1 本) が要る,人へ: 実機で 1 回ためした端末で確認,人へ
TC-0089,B 状態×画面,"REQ-010..019,040..064",状態=ゲスト使用済み,採点結果 を開く,同上 (結果は再表示可),playwright / ハーネス / 読解,半自動,使用済みの状態は録音 (解析 1 本) が要る,人へ: 実機で 1 回ためした端末で確認,人へ
TC-0090,B 状態×画面,"REQ-010..019,040..064",状態=ゲスト使用済み,設定のプランカード を開く,開けない,playwright / ハーネス / 読解,自動,使用済みの状態は録音 (解析 1 本) が要る,人へ: 実機で 1 回ためした端末で確認,人へ
TC-0091,B 状態×画面,"REQ-010..019,040..064",状態=ゲスト使用済み,/start を開く,プラン画面 (導入オファー対象),playwright / ハーネス / 読解,自動,使用済みの状態は録音 (解析 1 本) が要る,人へ: 実機で 1 回ためした端末で確認,人へ
TC-0092,B 状態×画面,"REQ-010..019,040..064",状態=ゲスト使用済み,/login を開く,Apple ボタン,playwright / ハーネス / 読解,自動,使用済みの状態は録音 (解析 1 本) が要る,人へ: 実機で 1 回ためした端末で確認,人へ
TC-0093,B 状態×画面,"REQ-010..019,040..064",状態=ゲスト使用済み,基礎練 を開く,ゲート,playwright / ハーネス / 読解,半自動,使用済みの状態は録音 (解析 1 本) が要る,人へ: 実機で 1 回ためした端末で確認,人へ
TC-0094,B 状態×画面,"REQ-010..019,040..064",状態=ゲスト使用済み,カルテ を開く,ゲート,playwright / ハーネス / 読解,半自動,使用済みの状態は録音 (解析 1 本) が要る,人へ: 実機で 1 回ためした端末で確認,人へ
TC-0095,B 状態×画面,"REQ-010..019,040..064",状態=契約なしアカウント,ホーム／ゲストホーム を開く,REQUIRE_SUBSCRIPTION=true なら契約切れと同じ帯「再開する」。false (現在) なら通常ホーム ★フラグ依存,playwright / ハーネス / 読解,半自動,http://localhost:3101/b142e99e-c535-4596-b00d-d8256c6e3b91 | Arcoda 音を調えています・・・ Arcoda ホーム ライブラリ カルテ,screens/apple_free_home.png,合格
TC-0096,B 状態×画面,"REQ-010..019,040..064",状態=契約なしアカウント,ライブラリ を開く,一覧。取り込みボタン無し,playwright / ハーネス / 読解,半自動,http://localhost:3101/b142e99e-c535-4596-b00d-d8256c6e3b91/library | Arcoda ライブラリ 弾くものは、ぜんぶここに。 曲 基礎練 マイ楽譜 すべて ★1 ★2 ★3 ★4 童謡・わらべうた アルプス一万尺 公式 ★1 かっこう 公式 ★1 きらきら星 公式 ★1 W.A.Mozart しゃぼん玉 公式 ,screens/apple_free_library.png,合格 (hydration 警告あり → 04 §3)
TC-0097,B 状態×画面,"REQ-010..019,040..064",状態=契約なしアカウント,曲詳細のゲート を開く,REQUIRE_SUBSCRIPTION=true: ゲート resume「再開する」→ /start,playwright / ハーネス / 読解,半自動,"Arcoda ‹ ライブラリ かっこう ♡ 演奏 ふりかえり 練習後カルテ 楽譜 ひろげる = 100 3 5 7 9 10 12 この曲に出てくる記号 ▼ 開く・2 譜面に書き込む お手本 ♩100 テンポ メトロ 録音して採点 アルコプラスをはじめると採点できます 最初の 2 週間は無料、その後 月 1,280 円",evidence/require/free_song.png (REQUIRE_SUBSCRIPTION=true・ラウンド 2 修正後の撮り直し),合格
TC-0098,B 状態×画面,"REQ-010..019,040..064",状態=契約なしアカウント,録音画面 を開く,needsSubscription: 「アルコプラスが終了しています・再開する」,playwright / ハーネス / 読解,半自動,"Arcoda ‹ ライブラリ かっこう ♡ 演奏 ふりかえり 練習後カルテ 楽譜 ひろげる = 100 3 5 7 9 10 12 この曲に出てくる記号 ▼ 開く・2 譜面に書き込む お手本 ♩100 テンポ メトロ 録音して採点 アルコプラスをはじめると採点できます 最初の 2 週間は無料、その後 月 1,280 円",evidence/require/free_song.png (REQUIRE_SUBSCRIPTION=true・ラウンド 2 修正後の撮り直し),合格
TC-0099,B 状態×画面,"REQ-010..019,040..064",状態=契約なしアカウント,採点結果 を開く,過去の結果は読める,playwright / ハーネス / 読解,半自動,結果カードは録音が要る,人へ,人へ
TC-0100,B 状態×画面,"REQ-010..019,040..064",状態=契約なしアカウント,設定のプランカード を開く,未加入「アルコプラスをはじめる」+ 注記,playwright / ハーネス / 読解,半自動,http://localhost:3101/b142e99e-c535-4596-b00d-d8256c6e3b91 | Arcoda こんにちは、きみさん 小さな1回が、いちばん大きい練習だよ。 ―― アルコからひとこと MY RANK ★ はじまりの奏者 Lv. 1 つぎのランクまで あと10曲 ✦ さいしょの1曲 ♪ きらきら星 ☆1 ・ きみのレベルに,screens/apple_free_settings.png,合格
TC-0101,B 状態×画面,"REQ-010..019,040..064",状態=契約なしアカウント,/start を開く,hasApple なら購入シートだけ。導入オファーは Apple ID 次第,playwright / ハーネス / 読解,半自動,"http://localhost:3101/start | あの憧れの曲まで、 毎日アルコと。 弾くたびに採点。最初の 2 週間は無料で、 そのあとは選んだプランの料金です。 2ヶ月分お得 年額 月あたり 1,067円で毎日採点できます ¥12,800/年 月額 1か月ごとに請求 ¥1,280/月 ",screens/apple_free_start.png,合格
TC-0102,B 状態×画面,"REQ-010..019,040..064",状態=契約なしアカウント,/login を開く,n/a (ログイン済み) → / へ,playwright / ハーネス / 読解,半自動,撮影なし,,未実施
TC-0103,B 状態×画面,"REQ-010..019,040..064",状態=契約なしアカウント,基礎練 を開く,practiceAllowed false,playwright / ハーネス / 読解,半自動,Arcoda ‹ bowing A線・開放弦の練習_4分の2拍子_基本 ♡ ☆1 演奏 ふりかえり 練習後カルテ 楽譜 ひろげる = 50 3 5 6 8 10 12 14 16 この曲に出てくる記号 ▼ 開く・3 譜面に書き込む お手本 ♩50 テンポ メトロ 録音して採点 アルコプラスをはじめると採点できます 最初,evidence/require/free_practice.png (REQUIRE_SUBSCRIPTION=true・ラウンド 2 修正後の撮り直し),合格
TC-0104,B 状態×画面,"REQ-010..019,040..064",状態=契約なしアカウント,カルテ を開く,閲覧可 (AMB-006),playwright / ハーネス / 読解,半自動,撮影した /karte は 404 ページ (本物は /progress・CR-2-04),evidence/screens/*_karte.png は無効,未実施
TC-0105,B 状態×画面,"REQ-010..019,040..064",状態=無料期間中,ホーム／ゲストホーム を開く,チップ「無料期間はあと N 日」,playwright / ハーネス / 読解,半自動,http://localhost:3101/bd45c331-ff6a-41a3-970a-b0257a57d69f | Arcoda こんにちは、きみさん 小さな1回が、いちばん大きい練習だよ。 ―― アルコからひとこと MY RANK ★ はじまりの奏者 Lv. 1 つぎのランクまで あと10曲 ✦ さいしょの1曲 ♪ きらきら星 ☆1 ・ きみのレベルに,screens/onb_trial_home.png,合格
TC-0106,B 状態×画面,"REQ-010..019,040..064",状態=無料期間中,ライブラリ を開く,一覧。取り込みは不可 (canUpload false),playwright / ハーネス / 読解,半自動,http://localhost:3101/bd45c331-ff6a-41a3-970a-b0257a57d69f/library | Arcoda ライブラリ 弾くものは、ぜんぶここに。 曲 基礎練 マイ楽譜 すべて ★1 ★2 ★3 ★4 童謡・わらべうた アルプス一万尺 公式 ★1 かっこう 公式 ★1 きらきら星 公式 ★1 W.A.Mozart しゃぼん玉 公式 ,screens/onb_trial_library.png,合格
TC-0107,B 状態×画面,"REQ-010..019,040..064",状態=無料期間中,曲詳細のゲート を開く,ゲート無し,playwright / ハーネス / 読解,半自動,Arcoda ‹ ライブラリ かっこう ♡ 演奏 ふりかえり 練習後カルテ 楽譜 ひろげる = 100 3 5 7 9 10 12 この曲に出てくる記号 ▼ 開く・2 譜面に書き込む お手本 ♩100 テンポ メトロ 録音して採点 今日の採点 0/8回 ・ あと 10 分 ホーム ライブラリ カルテ,evidence/require/trial_song.png (REQUIRE_SUBSCRIPTION=true・ラウンド 2 修正後の撮り直し),合格
TC-0108,B 状態×画面,"REQ-010..019,040..064",状態=無料期間中,録音画面 を開く,1 行「今日の採点 N/8回 ・ あと M 分」。上限で「今日の採点はここまで」,playwright / ハーネス / 読解,半自動,Arcoda ‹ ライブラリ かっこう ♡ 演奏 ふりかえり 練習後カルテ 楽譜 ひろげる = 100 3 5 7 9 10 12 この曲に出てくる記号 ▼ 開く・2 譜面に書き込む お手本 ♩100 テンポ メトロ 録音して採点 今日の採点 0/8回 ・ あと 10 分 ホーム ライブラリ カルテ,evidence/require/trial_song.png (REQUIRE_SUBSCRIPTION=true・ラウンド 2 修正後の撮り直し),合格
TC-0109,B 状態×画面,"REQ-010..019,040..064",状態=無料期間中,採点結果 を開く,通常 (シェア・カルテあり),playwright / ハーネス / 読解,半自動,結果カードは録音が要る,人へ,人へ
TC-0110,B 状態×画面,"REQ-010..019,040..064",状態=無料期間中,設定のプランカード を開く,「無料期間中」+ 期日 + 契約を管理,playwright / ハーネス / 読解,半自動,Arcoda 設定 アプリ設定 プラン アルコプラス 無料期間中 アルコの採点は無制限で使えます。無料期間は 2026年9月25日 までです。 契約を管理 ホーム ライブラリ カルテ,evidence/r2fix/trial_settings.png (修正後),合格
TC-0111,B 状態×画面,"REQ-010..019,040..064",状態=無料期間中,/start を開く,来ない導線。直リンクで開けば購入シート (Apple が既契約と言う),playwright / ハーネス / 読解,半自動,"http://localhost:3101/start | あの憧れの曲まで、 毎日アルコと。 弾くたびに採点。最初の 2 週間は無料で、 そのあとは選んだプランの料金です。 2ヶ月分お得 年額 月あたり 1,067円で毎日採点できます ¥12,800/年 月額 1か月ごとに請求 ¥1,280/月 ",screens/apple_trial_start.png,合格
TC-0112,B 状態×画面,"REQ-010..019,040..064",状態=無料期間中,/login を開く,/ へ,playwright / ハーネス / 読解,半自動,撮影なし,,未実施
TC-0113,B 状態×画面,"REQ-010..019,040..064",状態=無料期間中,基礎練 を開く,1 日 5 本,playwright / ハーネス / 読解,半自動,Arcoda ‹ bowing A線・開放弦の練習_4分の2拍子_基本 ♡ ☆1 演奏 ふりかえり 練習後カルテ 楽譜 ひろげる = 50 3 5 6 8 10 12 14 16 この曲に出てくる記号 ▼ 開く・3 譜面に書き込む お手本 ♩50 テンポ メトロ 録音して採点 今日の採点 0/8回 ・ あと 10 分 ,evidence/require/trial_practice.png (REQUIRE_SUBSCRIPTION=true・ラウンド 2 修正後の撮り直し),合格
TC-0114,B 状態×画面,"REQ-010..019,040..064",状態=無料期間中,カルテ を開く,通常,playwright / ハーネス / 読解,半自動,撮影した /karte は 404 ページ (本物は /progress・CR-2-04),evidence/screens/*_karte.png は無効,未実施
TC-0115,B 状態×画面,"REQ-010..019,040..064",状態=契約中,ホーム／ゲストホーム を開く,通常。チップ無し,playwright / ハーネス / 読解,半自動,http://localhost:3101/0546105f-ceb3-45b7-bb29-83c4abe4fbcc | ,screens/apple_active_home.png,合格
TC-0116,B 状態×画面,"REQ-010..019,040..064",状態=契約中,ライブラリ を開く,取り込み可,playwright / ハーネス / 読解,半自動,http://localhost:3101/0546105f-ceb3-45b7-bb29-83c4abe4fbcc/library | Arcoda ライブラリ 弾くものは、ぜんぶここに。 曲 基礎練 マイ楽譜 すべて ★1 ★2 ★3 ★4 童謡・わらべうた アルプス一万尺 公式 ★1 かっこう 公式 ★1 きらきら星 公式 ★1 W.A.Mozart しゃぼん玉 公式 ,screens/onb_active_library.png,合格
